,FID_1,ProjectNo,Dist,AddMPOName,IDENTIFIER,IDENTIFI_1,DESC_,PROJTYPE,ESTIMPRVAS,ROUTEORDER,TYCOUNTYDI,Routeuniqu,BEGINNINGM,ENDINGMILE,TYROUTENAM,EEC_Intersection,ProjectN_1,Roadway_EEC,Final_EEC
882,907,883,11,Cumberland Valley ADD,IP20150361,11-269 / 11-269.10,HARLAN-VIRGINIA STATE LINE; RESCOPE US-421 FROM BARN BRANCH TO VIRGINIA STATE LINE.(08CCR)(10CCR)(16CCR),MAJOR WIDENING(O),Construct Road in New Location,1,Harlan,048-US-0421  -000,0.0,3.832,Existing,-0.158802211,883,5.748062544856284,5.589260333856283
248,410,249,3,Barren River ADD,IP20140051,,Improve safety and reduce congestion along US-68 from Rogers Creek Bridge to KY-861.,Reconstruction,Other Improvement Types,1,Metcalfe,085-US-0068  -000,7.26,7.697,Existing,2.519962255,249,2.9138810360000003,5.4338432910000005
410,295,411,5,Louisville-Southern Indiana (KIPDA) MPO,IP20110064,5-549,RECONSTRUCTION OF THE I-265/I-64 INTERCHANGE. (2016BOP),I-CHANGE RECONST(O),Innovative Interchange,3,Jefferson,056-I -0064  -551,0.0,0.41200000000000003,Existing,5.421444952000001,0,0.0,5.421444952000001
177,4,178,2,Green River ADD,IP20160024,Feb-51,IMPROVE SAFETY ON KY 54 BY UPGRADING MP 7.0 TO MP 8.0 TO THREE LANES INCLUDING CURB AND GUTTER AND ADDRESSING TWO SHARP TURNS. (16CCN)(18CCN),MINOR WIDENING(O),Modernize Roadway-Rural,1,Ohio,092-KY-0054  -000,7.047000000000001,7.995,Existing,-0.731458042,178,6.09949986,5.368041818
480,615,481,5,Louisville-Southern Indiana (KIPDA) MPO,IP20160019,5-560,IMPROVE SAFETY AND REDUCE CONGESTION AT THE I-65/I-265 (GENE SNYDER FREEWAY) INTERCHANGE.,RECONSTRUCTION(O),Innovative Interchange,9,Jefferson,056-I -0065  -133,0.0,0.359,Existing,5.312679913999999,0,0.0,5.312679913999999
257,106,258,3,Barren River ADD,IP20160001,2-Mar,RECONSTRUCT 1.0 MILE EAST OF BRIDGE OVER BARREN RIVER LAKE TO CORRECT VERTICAL AND HORIZONTAL DEFICIENCIES.(16CCN),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Allen,002-KY-0098  -000,10.0,10.1,Existing,0.0,258,5.283459008584356,5.283459008584356
563,670,564,6,Northern Kentucky ADD,IP20080359,,"Provide connectivity, improve mobility, and reduce congestion along KY 536 from KY 17 to KY 16; include multi-modes.",Major Widening,Modernize Roadway-Rural,1,Kenton,059-KY-0536  -000,4.602,6.0920000000000005,Existing,3.119949133,564,2.129518996,5.249468129
115,147,116,2,Pennyrile ADD,IP20070035,Feb-53,IMPROVE AND WIDEN KY 115 FROM ANDERSON ROAD (MP 6.87) TO JUST SOUTH OF PEMBROKE (MP 9.625)(16CCN)(18CCN),MINOR WIDENING(O),Modernize Roadway-Rural,1,Christian,024-KY-0115  -000,6.87,9.635,Existing,2.283447152,116,2.9284923770715507,5.21193952907155
150,389,151,2,Green River ADD,IP20080121,,Address safety and service concern of KY 132 from KY 1340 to KY 857.,Reconstruction,Modernize Roadway-Rural,1,Webster,117-KY-0132  -000,10.101,12.379000000000001,Existing,2.502253643,151,2.679943962,5.182197605
518,633,519,5,Louisville-Southern Indiana (KIPDA) MPO,IP20160227,5-234,KY-393 RECONSTRUCT FROM 140FEET SOUTH OF RAILROAD CROSSING (CSX) EXTENDING NORTHWEST TOWARDS KY 146 ENDING AT STATION 12+00 (DESIGN UNDER 5-230.00). (CONSTRUCTION SEQ.#2),MAJOR WIDENING(O),Grade Seperation of Highway/Railroad Crossing,1,Oldham,093-KY-0393  -000,5.13,5.1770000000000005,Existing,5.095456169,519,0.06118066103782067,5.1566368300378205
350,280,351,4,Lincoln Trail ADD,IP20150041,4-396.20 / 4-8958,"ADDRESS SAFETY, MOBILITY, AND GEOMETRIC ISSUES ALONG US 150 IN WASHINGTON COUNTY FROM 400 FEET WEST OF OLD FREDERICKTOWN-BARDSTOWN ROAD (KY 1872) TO 0.7 MILES EAST OF GRUNDY HOME ROAD (CR 1337). (16CCN)(18CCN)(SAME AS 4-396.20)",SAFETY(P),Modernize Roadway-Rural,1,Washington,115-US-0150  -000,0.426,2.5,Existing,-0.059944899,351,5.17309877960354,5.11315388060354
776,666,777,9,Huntington-Ashland-Ironton MPO,IP20110167,,Improve geometrics and safety by reconstruction of alignment for KY-766 to intersection with KY-1134.,Safety-Haz-Elm,Modernize Roadway-Rural,1,Boyd,010-KY-0766  -000,1.004,1.261,Existing,3.340312368,777,1.7475778689999997,5.087890237
814,701,815,9,Buffalo Trace ADD,IP20170079,,This project proposes to make SAFETY IMPROVEMENTS to the intersection of KY 9 (AA) and US 62 located in Maysville.  This intersection is operating at a very low LOS.  Delays and traffic backups are extensive especially during peak hours.  Right of way is,Safety-Haz-Elm,Improve Intersection,1,Mason,081-KY-0009  -000,10.255999999999998,10.398,Existing,7.223623089,815,-2.1483659248034304,5.07525716419657
274,353,275,3,Barren River ADD,IP20190009,,Improve safety and mobility on KY 185 from MP 3 to MP 4.8.,Reconstruction,Construct Road in New Location,1,Butler,016-KY-0185  -000,3.0,4.8,Existing,-0.209069786,275,5.254919607987887,5.045849821987887
904,872,905,12,Big Sandy ADD,IP20080652,,"Address safety, bridge and approach condition issues, and correct rock-fall safety hazard at Mud Lick Creek Bridge",Minor Widening,Other Improvement Types,1,Johnson,058-KY-0172  -000,11.8,12.1,Existing,1.467608745,905,3.5573149733422538,5.0249237183422535
6,166,7,1,Purchase ADD,IP20060001,,Increase the intersection turning radius at US 51 & KY 121 in Wickliffe to improve truck access.,Spot Improvement,Improve Intersection,2,Ballard,004-KY-0121  -000,8.639,8.689,Existing,2.7106935119999997,7,2.286784098141539,4.997477610141539
616,724,617,7,Bluegrass ADD,IP20080408,,"Reduce congestion, improve safety and provide pedestrian access from US 27 along KY 1939 for 1.90 miles.",Major Widening,Modernize Roadway-Rural,1,Bourbon,009-KY-1939  -000,5.812,7.712000000000001,Existing,-3.988280511,617,8.984876802288658,4.996596291288658
573,588,574,6,Northern Kentucky ADD,IP20130086,,Improve safety and mobility on US 27 at the KY 22 intersection.,Spot Improvement,Improve Intersection,1,Pendleton,096-US-0027  -000,10.0,10.4,Existing,4.5878794460000005,574,0.395061366524363,4.9829408125243635
253,23,254,3,Barren River ADD,IP20150092,,Improve safety and mobility along KY 1297 from the Glasgow Outer Loop near the Louie B Nunn Pkwy overpass to Donnelley Drive.,Major Widening,Modernize Roadway-Rural,1,Barren,005-KY-1297  -000,9.681000000000001,11.085,Existing,-0.016973794,254,4.986826847,4.969853053
283,373,284,3,Barren River ADD,IP20190042,,Improve safety and mobility on KY 249 near Trojan Trail from MP 15.47 to MP 15.65.,Spot Improvement,Modernize & Widen Roadway-Rural,1,Barren,005-KY-0249  -000,15.47,15.65,Existing,1.071071479,284,3.6730645242363043,4.744136003236305
33,41,34,1,Purchase ADD,IP20070256,,"Address congestion, geometric deficiencies, and access issues from KY121 to Utterback Road in Murray.",Minor Widening,Modernize Roadway-Rural,1,Calloway,018-CS-1047  -000,0.0,1.079,Existing,2.587689021,34,2.1419829329999986,4.729671953999999
32,161,33,1,Purchase ADD,IP20060067,,Improve safety and address geometric deficiencies at the Y-intersection with KY95.,Reconstruction,Improve Intersection,2,Marshall,079-KY-0095  -000,0.0,0.053,Existing,3.420981652,33,1.2355193524285715,4.656501004428572
314,18,315,4,Elizabethtown-Radcliff MPO,IP20070167,4-442,"IMPROVE SAFETY, MOBILITY AND GEOMETRICS ON US-62 FROM I-65 TO UPPER COLESBURG ROAD (CR-1038)",RECONSTRUCTION(O),Modernize Roadway-Rural,1,Hardin,047-US-0062  -000,20.104,23.351,Existing,-24.78742785,315,29.44101329525687,4.653585445256869
764,434,765,9,Bluegrass ADD,IP20080555,,Correct horizontal and vertical alignment and width deficiencies to improve operational efficiency and systems connectivity of KY 36 from US 68 NW of Carlisle (0.00) to KY 13 SW of Carlisle (3.075),Reconstruction,Modernize Roadway-Rural,1,Nicholas,091-KY-0036  -000,0.0,3.075,Existing,4.318064161000001,765,0.241666245,4.559730406000001
141,189,142,2,Evansville-Henderson MPO,IP20080084,,Improve safety by addressing sight distance issues at the intersection of US60 with KY 1078.,Safety-Haz-Elm,Improve Intersection,1,Henderson,051-US-0060  -000,15.964,16.164,Existing,2.648980849,142,1.9093100240000003,4.558290873000001
54,407,55,1,Purchase ADD,IP20120084,,"Improve mobility, address geometric deficiencies, and reduce congestion along Brinn Rd (CR1401) between KY 80 and  Utterback Road (CR1552) in Murray.",Minor Widening,Modernize Roadway-Rural,1,Calloway,018-CR-1401  -000,0.8109999999999999,1.1320000000000001,Existing,4.4716987580000005,55,0.0,4.4716987580000005
405,370,406,5,KIPDA ADD,IP20080267,5-905,ADDRESS SAFETY ISSUES AND ACCESS AT THE INTERSECTION OF US-421/KY-1226 AT MP 11.5. (12CCR),SAFETY(P),Improve Intersection,1,Trimble,112-US-0421  -000,11.277999999999999,11.677999999999999,Existing,2.974358294,406,1.4968311253300133,4.471189419330013
873,856,874,11,Cumberland Valley ADD,IP20130078,,"Improve safety and address geometric deficiencies, as well as flood mitigation on KY 1487 from north of Minton Rd (CS-1044) in Barbourville to near US 25E.",Reconstruction,Modernize Roadway-Rural,1,Knox,061-KY-1487  -000,0.687,1.107,Existing,-0.23558225100000002,874,4.68196516995327,4.44638291895327
569,751,570,6,Northern Kentucky ADD,IP20130029,,Improve safety and mobility on US 42 from the Carroll County line to KY 1039.,Minor Widening,Modernize Roadway-Rural,1,Gallatin,039-US-0042  -000,0.0,3.325,Existing,5.159143447,570,-0.7514122133417427,4.407731233658257
227,87,228,3,Barren River ADD,IP20080129,,Lane departure safety improvements on KY-79 between the KY-70 crossroads and the Grayson County line.,Safety-Haz-Elm,Modernize Roadway-Rural,1,Butler,016-KY-0079  -000,12.538,24.901,Existing,-5.700194287,228,10.042904106789948,4.342709819789947
165,270,166,2,Green River ADD,IP20150230,Feb-00,SPOT IMPROVEMENTS AT THE INTERSECTION OF US-431 AND KY-250. (08CCN)(12CCR)(18CCN),SPOT IMPROVEMENTS(O),Improve Intersection,1,McLean,075-US-0431  -000,9.8,9.9,Existing,4.583761528,166,-0.2689944566859101,4.31476707131409
316,57,317,4,Elizabethtown-Radcliff MPO,IP20070175,,EXTENSION OF NEW GLENDALE ROAD FROM US 31W TO COMMERCE DRIVE IN ELIZABETHTOWN.,New Route,Construct Road in New Location,1,Hardin,047-KY-1136  -000,10.652999999999999,10.655,Existing,4.198657002,0,0.0,4.198657002
817,547,818,9,Gateway ADD,IP20190121,,"KY 801 Planning Study to determine purpose and need for any improvements needed to adequately serve industry and school traffic. Scope will include evaluating feasibility and potential benefit of extending, by new route, KY 801 from the KY 158 intersecti",Transportation Study,Transportation Studies,1,Rowan,103-KY-0801  -000,14.2,17.011,Existing,-6.719714964,818,10.912366851000012,4.192651887000013
108,86,109,2,Green River ADD,IP20060112,,Address the safety concerns of KY-69 from Sunnydale Road to KY-54 at Fordsville.,Reconstruction,Other Improvement Types,1,Ohio,092-KY-0069  -000,22.0,31.623,Existing,-2.3812303630000002,109,6.542474552141827,4.161244189141827
575,737,576,6,Northern Kentucky ADD,IP20150017,9-Jun,"IMPROVE SAFETY, CONGESTION, AND PEDESTRIAN AND FREIGHT MOBILITY ON US 42 IN WARSAW FROM DAVIS DRIVE TO 0.4 MILES EAST OF DORMAN DRIVE. MP 7.281-7.8. (16CCN)",SAFETY(P),Improve Intersection,1,Gallatin,039-US-0042  -000,7.281000000000001,8.066,Existing,-1.093871449,576,5.223809621130234,4.129938172130234
45,71,46,1,Purchase ADD,IP20080041,,"Improve safety, truck mobility, and access and address geometric deficiencies from Graves C/L to KY284 in Reidland.",Reconstruction,Modernize Roadway-Rural,1,McCracken,073-KY-0131  -000,0.0,3.603,Existing,3.727793675,46,0.2233952139999995,3.9511888889999995
611,496,612,7,Bluegrass ADD,IP20040023,,Reconstruct KY 876 from KY 595 to 1.05mi E of KY 595 (location of former Acres of Land Winery).,Reconstruction,Modernize Roadway-Rural,1,Madison,076-KY-0876  -000,0.0,1.05,Existing,4.781478557,612,-0.9388394066869563,3.8426391503130435
305,341,306,4,Lincoln Trail ADD,IP20050037,,EXTEND WAREHOUSE ROAD TO KY 2154 (LEBANON BYPASS).  ESTIMATED TOTAL LENGTH: 0.8 MILES.,Reconstruction,Local Roadway Improvements,2,Marion,078-US-0068  -000,9.363999999999999,10.387,Impacted,-8.98467665,306,12.821318697000002,3.8366420470000016
173,16,174,2,Green River ADD,IP20150371,12-Feb,"REPLACE, IMPROVE ALIGNMENTS AND APPROACHES, AND ADDRESS SAFETY ISSUES WITH BRIDGES ON KY-136 FROM KY-56 IN MCLEAN COUNTY TO   US-231  IN OHIO COUNTY. (14CCN)",RECONSTRUCTION(O),Modernize Roadway-Rural,3,McLean,075-KY-0136  -000,19.334,22.618000000000002,Existing,0.496851439,174,3.3011638319999994,3.7980152709999992
553,790,554,6,Northern Kentucky ADD,IP20080275,,"Improve safety & mobility, and address geometric deficiencies along KY 3060 (Frogtown Rd.) from US 42 to US 25 (Dixie Hwy); include multi-modes.",Major Widening,Modernize Roadway-Rural,1,Boone,008-KY-3060  -000,0.0,2.7260000000000004,Existing,-17.26396999,554,21.041446367999995,3.777476377999996
519,773,520,5,Louisville-Southern Indiana (KIPDA) MPO,IP20160227,5-234,KY-393 RECONSTRUCT FROM 140FEET SOUTH OF RAILROAD CROSSING (CSX) EXTENDING NORTHWEST TOWARDS KY 146 ENDING AT STATION 12+00 (DESIGN UNDER 5-230.00). (CONSTRUCTION SEQ.#2),MAJOR WIDENING(O),Grade Seperation of Highway/Railroad Crossing,2,Oldham,093-KY-0393  -000,5.1770000000000005,5.867999999999999,Existing,-14.71004267,520,18.46595588277622,3.755913212776221
200,266,201,3,Barren River ADD,IP20060148,,Improve safety and mobility on US 231 from KY 79 to WN 9007.,Major Widening,Other Improvement Types,1,Butler,016-US-0231  -000,8.199,8.947000000000001,Existing,1.569600209,201,2.170028702234803,3.739628911234803
507,555,508,5,Louisville-Southern Indiana (KIPDA) MPO,IP20160218,5-391.30,IMPROVE OPERATIONAL PERFORMANCE OF THE I-65/KY-480 INTERCHANGE INCLUDING RAMP IMPROVEMENTS AND TURNING LANES. (12CCR)(14CCR)(2014BOP)(16CCR),RECONSTRUCTION(O),Innovative Interchange,2,Bullitt,015-I -0065  -010,115.161,115.95200000000001,Existing,3.71136867,0,0.0,3.71136867
769,718,770,9,Gateway ADD,IP20110061,15-Sep,WIDEN KY 801 FROM NEAR MMRC REGIONAL PARK TO KY 158 IN FLEMING CO. (16CCN)(18CCN),MAJOR WIDENING(O),Modernize Roadway-Rural,1,Rowan,103-KY-0801  -000,15.85,17.011,Existing,0.286288074,770,3.2974965902880857,3.5837846642880855
416,408,417,5,Louisville-Southern Indiana (KIPDA) MPO,IP20110064,5-549,RECONSTRUCTION OF THE I-265/I-64 INTERCHANGE. (2016BOP),I-CHANGE RECONST(O),Innovative Interchange,9,Jefferson,056-I -0064  -552,0.0,0.257,Existing,3.532233,0,0.0,3.532233
31,202,32,1,Purchase ADD,IP20060067,,Improve safety and address geometric deficiencies at the Y-intersection with KY95.,Reconstruction,Improve Intersection,1,Marshall,079-US-0068  -000,7.745,7.845,Existing,3.420981652,32,0.07240156266667153,3.4933832146666717
237,245,238,3,Barren River ADD,IP20110179,,Improve safety and mobility at the intersection of US 68X and KY 103.,Spot Improvement,Improve Intersection,2,Logan,071-KY-0103  -000,1.984,1.994,Existing,3.400014459,0,0.0,3.400014459
238,119,239,3,Barren River ADD,IP20110179,,Improve safety and mobility at the intersection of US 68X and KY 103.,Spot Improvement,Improve Intersection,3,Logan,071-KY-0103  -000,1.974,1.984,Existing,3.400014459,0,0.0,3.400014459
639,767,640,7,Bluegrass ADD,IP20150261,Jul-58,SAFETY IMPROVEMENTS ON US 127 IN SALVISA. (14CCN)(18CCN),SAFETY(P),Access Consolidation,1,Mercer,084-US-0127  -000,14.469000000000001,16.903,Existing,3.399657056,0,0.0,3.399657056
129,361,130,2,Green River ADD,IP20070113,,Address safety and service concerns of KY 109 from KY 130 to KY 56 at The Rocks.,Reconstruction,Modernize Roadway-Rural,1,Union,113-KY-0109  -000,9.079,13.692,Existing,0.9427269540000001,130,2.422136076,3.3648630300000004
180,188,181,2,Green River ADD,IP20160284,11-Feb,CONSTRUCT A CONNECTOR ROAD INTO BLUEGRASS CROSSINGS INDUSTRIAL PARK TO IMPROVE ACCESS AND ELIMINATE SAFETY ISSUES. (14CCN),NEW ROUTE(O),Construct Road in New Location,1,Ohio,092-CR-1193  -000,0.0,1.1340000000000001,Existing,3.3201462530000003,0,0.0,3.3201462530000003
146,17,147,2,Green River ADD,IP20080113,,Address left turn lane issues on US-231 at Cromwell Road.,Safety-Haz-Elm,Install Two-way Left Turn Lane,1,Ohio,092-US-0231  -000,3.0389999999999997,3.1889999999999996,Existing,1.9630662159999999,147,1.3417894409230675,3.3048556569230674
272,268,273,3,Barren River ADD,IP20180095,,Improve safety at the intersection of US-79 and Joe Montgomery Road.,Spot Improvement,Improve Intersection,1,Logan,071-US-0079  -000,9.588,9.687999999999999,Existing,0.543252987,273,2.7385428385331365,3.2817958255331368
408,162,409,5,Louisville-Southern Indiana (KIPDA) MPO,IP20110064,5-549,RECONSTRUCTION OF THE I-265/I-64 INTERCHANGE. (2016BOP),I-CHANGE RECONST(O),Innovative Interchange,1,Jefferson,056-I -0265  -000,25.215,25.746,Existing,6.822446104,409,-3.546719133999999,3.275726970000001
363,167,364,4,Elizabethtown-Radcliff MPO,IP20150448,4-153.01,KY 251 IMPROVEMENTS FROM KY 3005 TO KY 434.,PHASE I DESIGN(O),Modernize Roadway-Rural,1,Hardin,047-KY-0251  -000,2.866,6.287999999999999,Existing,-0.742113136,364,4.001936715999999,3.2598235799999986
505,423,506,5,Louisville-Southern Indiana (KIPDA) MPO,IP20160217,5-391.20,WIDEN CEDAR GROVE ROAD (KY-480) FROM CEDAR GROVE ELEMENTARY SCHOOL TO VALLEY VIEW DRIVE. (12CCR)(14CCR) (SEE 5-391.3 FOR INTERCHANGE IMPROVEMENTS),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Bullitt,015-KY-0480  -000,1.6980000000000002,2.84,Existing,-1.13431287,506,4.359295489000001,3.224982619000001
875,844,876,11,Cumberland Valley ADD,IP20150020,,Address safety and horizontal alignment of the curve on US-421 with its intersection at KY-3443,Safety-Haz-Elm,Modernize Roadway-Rural,1,Jackson,055-US-0421  -000,1.5,1.8,Existing,1.786409013,876,1.4309447845804981,3.217353797580498
555,803,556,6,Northern Kentucky ADD,IP20080293,,"Improve safety & mobility, and address geometric deficiencies, slope stabilization and multi-modes from  KY 8 from Tower Hill Rd to KY 445 (River Rd.).",Reconstruction,Other Improvement Types,1,Campbell,019-KY-6335  -000,1.767,4.636,Existing,3.1832978639999996,556,0.0,3.1832978639999996
44,237,45,1,Purchase ADD,IP20080037,,"Improve safety, truck mobility, and geometric deficiencies at the ICR Railroad Overpass.",Reconstruction,Improve Railroad Crossing,1,Hickman,053-KY-0307  -000,0.85,1.05,Existing,-0.158059579,45,3.319208026673401,3.161148447673401
707,725,708,8,Lake Cumberland ADD,IP20120082,,Improve safety and mobility on KY 90 between Allens Creek Rd and Norris Branch Rd.,Reconstruction,Modernize Roadway-Rural,1,Cumberland,029-KY-0090  -000,9.654,10.432,Existing,0.7256009520000001,708,2.4204164379999993,3.1460173899999995
193,296,194,2,Pennyrile ADD,IP20190086,,Reconstruct Rock Springs Curve on KY 139,Safety-Haz-Elm,Modernize Roadway-Rural,1,Caldwell,017-KY-0139  -000,7.7,8.0,Existing,-0.091792976,194,3.174214889,3.082421913
230,27,231,3,Barren River ADD,IP20080135,,Improve safety and sight distance issues on KY 163 from MP 8.98 to MP 9.58.,Reconstruction,Other Improvement Types,1,Metcalfe,085-KY-0163  -000,8.98,9.58,Existing,0.542313383,231,2.3960566915115473,2.938370074511547
192,61,193,2,Green River ADD,IP20190075,,Improve intersection of US 60 and KY 1078.    This is a breakout of IP2008083.  It the eastern intersection and is not a duplication of IP2008084.,Reconstruction,Improve Intersection,1,Henderson,051-US-0060  -000,16.5,16.7,Existing,1.95389342,193,0.931933633649211,2.885827053649211
5,207,6,1,Purchase ADD,IP20060001,,Increase the intersection turning radius at US 51 & KY 121 in Wickliffe to improve truck access.,Spot Improvement,Improve Intersection,1,Ballard,004-US-0051  -000,3.338,3.4,Existing,2.7106935119999997,6,0.04330283627822364,2.7539963482782235
369,269,370,4,Lincoln Trail ADD,IP20160066,3-Apr,REALIGN S-CURVE AND CULVERT WIDENING. (16CCN),SAFETY(P),Modernize Roadway-Rural,1,Breckinridge,014-KY-0261  -000,12.3,12.6,Existing,0.0,370,2.7369702345923215,2.7369702345923215
156,394,157,2,Owensboro MPO,IP20110168,,Look at access Management and make intersection improvements along this section,Reconstruction,Access Consolidation,1,Daviess,030-KY-2831  -000,0.0,1.641,Existing,-104.6741651,157,107.33395428699998,2.659789186999987
195,32,196,3,Barren River ADD,IP20060132,,Improve safety at the intersection of KY 98 and KY 3499 in Scottsville.,Reconstruction,Improve Intersection,1,Allen,002-KY-0098  -000,0.3,0.4,Existing,0.18014355399999998,196,2.448619673651515,2.6287632276515147
727,689,728,8,Lake Cumberland ADD,IP20170028,,Provide connectivity and improve mobility from US 27 to McCreary High School.,New Route,Construct Road in New Location,1,McCreary,074-KY-0092  -000,16.4,16.6,Existing,1.379773486,728,1.060882634731913,2.440656120731913
